query,match,kingdom,phylum,class,order,family,genus,species
EUSF00917,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00904,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00883,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00859,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00842,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00821,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00702,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01136,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01111,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01110,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01059,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01050,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01039,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01078,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01075,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00995,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00611,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00600,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00768,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00752,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01470,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01100,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00986,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01128,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01370,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF00983,Xylaria_arbuscula|FN689805|SH195031.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_arbuscula
EUSF01456,Phaeosphaeria_caricicola|AF439474|SH208538.07FU|reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria_caricicola
EUSF00580,Pezizales_sp|AY465509|SH189934.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,Pezizales_sp
EUSF00556,Pezizales_sp|AY465509|SH189934.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,unidentified,unidentified,Pezizales_sp
EUSF01953,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF01957,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01946,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01879,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01854,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01964,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01872,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01857,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01952,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01947,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01856,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01878,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01870,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01965,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01868,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01867,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01858,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01963,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01970,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01869,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01928,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01960,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01949,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01959,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01859,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF00552,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01871,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01958,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01923,Alternaria_infectoria|AF347034|SH434793.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_infectoria
EUSF01956,Penicillium_roseopurpureum|GU944605|SH194609.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_roseopurpureum
EUSF01336,Penicillium_roseopurpureum|GU944605|SH194609.07FU|refs,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium,Penicillium_roseopurpureum
EUSF00948,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00933,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00792,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00786,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00960,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00963,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00874,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF01694,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00751,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00949,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00718,Rhytismataceae_sp|JN712450|SH200811.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,unidentified,Rhytismataceae_sp
EUSF00944,Mycosphaerella_sp|DQ979518|SH206788.07FU|reps,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_sp
EUSF01211,Geopyxis_alpina|KJ572150|SH207746.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopyxis,Geopyxis_alpina
EUSF01218,Mycoarthris_corallina|AF128440|SH198115.07FU|refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Mycoarthris,Mycoarthris_corallina
EUSF00758,Pseudovalsaria_ferruginea|JX460988|SH209280.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniaceae,Pseudovalsaria,Pseudovalsaria_ferruginea
EUSF01468,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01217,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01024,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00712,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00985,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00910,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00893,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01618,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01535,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01205,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01077,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00784,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01549,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01469,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01115,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00984,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00894,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF00789,Ascomycota_sp|HQ657307|SH181480.07FU|reps,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
EUSF01295,Pyronemataceae_sp|HM123560|SH176333.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,Pyronemataceae_sp
EUSF01608,Pyronemataceae_sp|HM123560|SH176333.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,unidentified,Pyronemataceae_sp
EUSF01941,Marssonina_sp|KU508807|SH211232.07FU|reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Marssonina,Marssonina_sp
EUSF00674,Diaporthe_sp|JF773607|SH185563.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_sp
EUSF00899,Tricharina_praecox|JQ836559|SH210629.07FU|refs,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Tricharina_praecox
EUSF00908,Tricharina_praecox|JQ836559|SH210629.07FU|refs,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Tricharina_praecox
EUSF01526,Tricharina_praecox|JQ836559|SH210629.07FU|refs,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Tricharina_praecox
EUSF00931,Tricharina_praecox|JQ836559|SH210629.07FU|refs,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Tricharina_praecox
EUSF01619,Chaetomiaceae_sp|KU365891|SH193790.07FU|reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,Chaetomiaceae_sp
EUSF01591,Mycosphaerella_tassiana|EF679363|SH216250.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_tassiana
EUSF00612,Mycosphaerella_tassiana|EF679363|SH216250.07FU|refs,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella,Mycosphaerella_tassiana
EUSF00957,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00953,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00868,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00788,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00700,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00693,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00688,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00684,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00678,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00670,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00941,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00924,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00827,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00692,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00803,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00714,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00711,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00875,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00725,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00951,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00698,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00817,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00801,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00769,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00938,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00934,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00819,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00681,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00689,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00964,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF01448,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00632,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00928,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00721,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00781,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00727,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00695,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00728,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF01084,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF00947,Diaporthe_cynaroidis|EU552122|SH090428.07FU|refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_cynaroidis
EUSF01613,Neodevriesia_stirlingiae|KC005778|SH093943.07FU|refs_singleton,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neodevriesia,Neodevriesia_stirlingiae
EUSF01699,Neodevriesia_stirlingiae|KC005778|SH093943.07FU|refs_singleton,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Neodevriesia,Neodevriesia_stirlingiae
EUSF01616,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
EUSF01530,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
EUSF01633,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
EUSF01206,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
EUSF00589,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
EUSF01611,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
EUSF01532,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
EUSF01419,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
EUSF01429,Peziza_varia|AF491555|SH190311.07FU|reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza_varia
